Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,,
kids clothes for boys,Mother & Baby,165.00,58.00,10.00,5.00,33.37,5.56,6.67,27016.00,478.00,FMCG,,
pants for men,Fashion,165.00,66.00,11.00,3.00,21.60,5.40,7.20,36294.00,306.00,Fashion,,
sleeveless jacket for men,Fashion,165.00,79.00,3.00,1.00,8.42,8.42,8.42,744.00,588.00,Fashion,,
ring for girls,Watches Sunglasses Jewellery,165.00,82.00,26.00,7.00,22.60,2.26,3.23,344634.00,558.00,Fashion,,
12 tola sona,Mobiles & Tablets,164.00,6.00,0.00,0.00,0.00,0.00,0.00,12658.00,123.00,EL,,
foot ball,Sports & Outdoors,165.00,81.00,25.00,6.00,44.02,6.29,7.34,43871.00,318.00,GM,,
s,Fashion,163.00,12.00,5.00,4.00,2.75,0.46,0.69,5580595.00,192.00,Fashion,,
cabinet,Furniture & Decor,163.00,28.00,0.00,0.00,0.00,0.00,0.00,243016.00,455.00,GM,,
cutting board,Kitchen & Dining,163.00,102.00,37.00,13.00,43.44,3.34,3.34,37225.00,738.00,GM,,
dairy milk,Groceries,164.00,60.00,13.00,1.00,8.48,4.24,8.48,2627.00,310.00,FMCG,,
noodles spicy,Groceries,162.00,99.00,39.00,11.00,35.82,2.76,3.26,33629.00,466.00,FMCG,,
jhumka earings,Watches Sunglasses Jewellery,164.00,90.00,23.00,7.00,18.37,2.62,2.62,4847.00,1018.00,Fashion,,
kurti,Fashion,164.00,88.00,25.00,7.00,27.36,1.71,3.91,32546.00,1022.00,Fashion,,
free fire diamonds top up,Digital Goods,164.00,71.00,30.00,2.00,3.84,1.92,1.92,11589.00,273.00,Digital Goods,,
charger adapter,Mobiles & Tablets,164.00,73.00,34.00,10.00,23.27,2.12,2.33,821756.00,793.00,EL,,
bad sheet,Bedding & Bath,164.00,67.00,13.00,7.00,68.87,9.84,9.84,21343.00,567.00,GM,,
a52 samsung,Mobiles & Tablets,164.00,90.00,35.00,5.00,2969.93,371.24,593.99,6127.00,118.00,EL,,
tape ball cricket bat,Sports & Outdoors,164.00,98.00,22.00,7.00,52.12,7.45,7.45,7343.00,416.00,GM,,
tab mobile,Mobiles & Tablets,164.00,79.00,15.00,2.00,8.94,2.98,4.47,5977473.00,270.00,EL,,
table cover,Kitchen & Dining,164.00,46.00,9.00,4.00,17.59,2.93,4.40,122565.00,549.00,GM,,
extension board,Tools DIY & Outdoor,163.00,99.00,33.00,13.00,75.95,5.06,5.84,27825.00,1108.00,GM,,
data cable,Mobiles & Tablets,163.00,89.00,39.00,17.00,25.63,0.83,1.51,352725.00,1024.00,EL,,
frock for women,Fashion,163.00,90.00,9.00,3.00,38.49,12.83,12.83,6153.00,588.00,Fashion,,
ac 1 ton,Home Appliances,163.00,56.00,15.00,4.00,1676.03,419.01,419.01,5445.00,288.00,EL,,
blu tooth head phone,TV Audio Video Gaming & Wearables,163.00,53.00,21.00,8.00,50.10,6.26,6.26,5262.00,1018.00,EL,,
dove shampoo,Health & Beauty,163.00,99.00,47.00,21.00,141.89,6.17,6.76,401.00,168.00,FMCG,,
towels,Bedding & Bath,163.00,84.00,25.00,10.00,53.35,4.85,5.33,172478.00,438.00,GM,,
balls,Sports & Outdoors,162.00,73.00,21.00,5.00,9.81,1.96,1.96,456326.00,758.00,GM,,
nackless for girls,Watches Sunglasses Jewellery,162.00,55.00,19.00,6.00,17.33,2.89,2.89,20826.00,806.00,Fashion,,
brite surf,Groceries,162.00,106.00,78.00,46.00,442.17,5.53,9.61,975.00,308.00,FMCG,,
pop it fidget toy big size,Toys & Games,161.00,67.00,16.00,5.00,26.21,5.24,5.24,659.00,394.00,GM,,
three piece suits for men,Fashion,161.00,43.00,1.00,0.00,0.00,0.00,0.00,2990.00,266.00,Fashion,,
iphone 8,Mobiles & Tablets,161.00,12.00,1.00,0.00,0.00,0.00,0.00,106977.00,140.00,EL,,
base,Health & Beauty,161.00,80.00,30.00,10.00,26.85,2.69,2.69,2273123.00,610.00,FMCG,,
iphone 6s mobile phone,Mobiles & Tablets,161.00,16.00,1.00,0.00,0.00,0.00,0.00,77245.00,420.00,EL,,
1 rupee game offer today,Toys & Games,161.00,11.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,GM,,
maxi dresses for women,Fashion,161.00,98.00,13.00,4.00,48.32,9.66,12.08,34785.00,478.00,Fashion,,
ronin,TV Audio Video Gaming & Wearables,162.00,51.00,15.00,3.00,18.36,6.12,6.12,2399.00,255.00,EL,,
pizza pan,Kitchen & Dining,162.00,71.00,26.00,9.00,29.81,3.31,3.31,151993.00,408.00,GM,,
liner,Health & Beauty,162.00,91.00,45.00,16.00,24.71,1.45,1.54,102739.00,290.00,FMCG,,
lip gloss kit,Health & Beauty,162.00,68.00,21.00,7.00,22.93,3.28,3.28,1103130.00,330.00,FMCG,,
hot plate,Home Appliances,162.00,70.00,7.00,3.00,421.44,52.68,140.48,415193.00,290.00,EL,,
kemei,Health & Beauty,162.00,59.00,22.00,9.00,66.25,7.36,7.36,34134.00,1321.00,FMCG,,
viagra,Health & Beauty,162.00,29.00,4.00,1.00,5.34,5.34,5.34,93.00,93.00,FMCG,,
tv box,TV Audio Video Gaming & Wearables,162.00,77.00,20.00,4.00,81.67,20.42,20.42,72605.00,690.00,EL,,
season canola cooking oil,Groceries,162.00,95.00,61.00,24.00,4768.75,82.22,198.70,46.00,46.00,FMCG,,
magnet,Mobiles & Tablets,161.00,33.00,7.00,1.00,1.45,1.45,1.45,218282.00,218.00,EL,,
hand gloves,Fashion,161.00,52.00,7.00,2.00,5.87,2.93,2.93,199658.00,428.00,Fashion,,
laptop accessories,Computers & Laptops,161.00,57.00,9.00,5.00,51.52,10.30,10.30,723783.00,1237.00,EL,,
digital clock,Furniture & Décor,161.00,65.00,17.00,7.00,77.73,9.72,11.10,126245.00,1178.00,GM,,
reno 6,Mobiles & Tablets,161.00,96.00,26.00,5.00,1737.03,347.41,347.41,6345.00,319.00,EL,,
roti maker machine,Home Appliances,161.00,94.00,6.00,2.00,94.22,31.41,47.11,1036.00,510.00,EL,,
pubg gloves,TV Audio Video Gaming & Wearables,161.00,101.00,72.00,25.00,37.92,1.15,1.52,5354.00,342.00,EL,,
waist coat for men,Fashion,161.00,62.00,7.00,1.00,18.92,9.46,18.92,1913.00,748.00,Fashion,,
tennis ball,Sports & Outdoors,161.00,64.00,18.00,3.00,10.04,2.51,3.35,12944.00,358.00,GM,,
watch box for men,Watches Sunglasses Jewellery,161.00,18.00,6.00,2.00,3.71,1.86,1.86,295416.00,758.00,Fashion,,
waterproof mattress cover,Bedding & Bath,161.00,108.00,69.00,37.00,374.17,9.59,10.11,4153.00,318.00,GM,,
samsung a12,Mobiles & Tablets,161.00,93.00,25.00,7.00,1143.31,163.33,163.33,22899.00,191.00,EL,,
screw driver set,Tools DIY & Outdoor,161.00,94.00,34.00,13.00,40.43,3.11,3.11,127566.00,438.00,GM,,
sexy boobs without bra,Fashion,161.00,26.00,1.00,0.00,0.00,0.00,0.00,16457.00,338.00,Fashion,,
airpod,TV Audio Video Gaming & Wearables,160.00,71.00,15.00,6.00,25.29,4.22,4.22,88632.00,473.00,EL,,
bands for boys,Watches Sunglasses Jewellery,160.00,34.00,8.00,6.00,20.36,2.91,3.39,55830.00,268.00,Fashion,,
baby wipes,Mother & Baby,160.00,108.00,60.00,27.00,107.63,3.71,3.99,10435.00,578.00,FMCG,,
24k golden serum,Health & Beauty,160.00,102.00,60.00,28.00,106.77,3.24,3.81,1805.00,211.00,FMCG,,
mirror for room,Furniture & Decor,160.00,85.00,12.00,1.00,28.49,14.25,28.49,75246.00,509.00,GM,,
jewellery for girls earings,Watches Sunglasses Jewellery,160.00,48.00,6.00,2.00,5.97,1.49,2.99,148088.00,618.00,Fashion,,
mini straightener,Health & Beauty,160.00,100.00,48.00,20.00,88.41,3.84,4.42,9818.00,391.00,FMCG,,
free shipping products,Health & Beauty,160.00,69.00,11.00,0.00,0.00,0.00,0.00,7009320.00,605.00,FMCG,,
meakup,Health & Beauty,159.00,88.00,26.00,8.00,29.05,2.08,3.63,1370691.00,610.00,FMCG,,
digital camera,Cameras,160.00,71.00,8.00,0.00,0.00,0.00,0.00,43426.00,492.00,EL,,
keypad mobile phones,Mobiles & Tablets,160.00,65.00,9.00,1.00,10.34,10.34,10.34,821.00,300.00,EL,,
hair oil,Health & Beauty,160.00,77.00,34.00,16.00,49.20,2.59,3.08,93027.00,468.00,FMCG,,
hand and foot whitening cream,Health & Beauty,160.00,74.00,21.00,9.00,29.82,2.98,3.31,2891.00,249.00,FMCG,,
feeder bottle,Mother & Baby,160.00,76.00,26.00,5.00,34.58,5.76,6.92,18789.00,1018.00,FMCG,,
fish aquarium,Pet Supplies,160.00,78.00,9.00,1.00,6.06,6.06,6.06,75583.00,560.00,FMCG,,
bag for ladies,Bags and Travel,160.00,76.00,14.00,6.00,38.20,6.37,6.37,506170.00,1018.00,Fashion,,
birthday gift,Kitchen & Dining,160.00,30.00,8.00,0.00,0.00,0.00,0.00,450374.00,318.00,GM,,
bikes,Motors,160.00,63.00,14.00,1.00,354.51,354.51,354.51,807321.00,1019.00,GM,,
wipes,Mother & Baby,160.00,80.00,45.00,10.00,34.33,2.45,3.43,148717.00,260.00,FMCG,,
tea tree oil,Health & Beauty,160.00,86.00,41.00,12.00,41.06,3.16,3.42,4035.00,349.00,FMCG,,
turtle neck,Fashion,160.00,72.00,10.00,5.00,46.18,5.77,9.24,1171.00,248.00,Fashion,,
upper,Fashion,160.00,46.00,5.00,3.00,17.86,5.95,5.95,82946.00,240.00,Fashion,,
men shoes leather,Fashion,159.00,72.00,7.00,4.00,53.97,13.49,13.49,17318.00,618.00,Fashion,,
jewellery box,Watches Sunglasses Jewellery,159.00,78.00,23.00,4.00,46.88,7.81,11.72,546226.00,999.00,Fashion,,
car washer,Tools DIY & Outdoor,160.00,97.00,16.00,2.00,58.26,29.13,29.13,53003.00,698.00,GM,,
hair serum,Health & Beauty,159.00,81.00,28.00,6.00,31.40,4.49,5.23,8094.00,578.00,FMCG,,
dildo sex toys for women,Health & Beauty,159.00,13.00,0.00,0.00,0.00,0.00,0.00,1422.00,260.00,FMCG,,
fast charger,Mobiles & Tablets,159.00,76.00,29.00,9.00,36.82,3.68,4.09,1736099.00,281.00,EL,,
danedar,Groceries,159.00,128.00,119.00,84.00,2098.33,12.20,24.98,560.00,149.00,FMCG,,
cushion covers,Furniture & Decor,159.00,77.00,27.00,4.00,18.79,4.70,4.70,260264.00,1018.00,GM,,
gas stove,Home Appliances,159.00,67.00,15.00,3.00,104.06,34.69,34.69,64864.00,448.00,EL,,
bts things,Mobiles & Tablets,159.00,58.00,9.00,2.00,4.66,2.33,2.33,9890.00,458.00,EL,,
machine,Health & Beauty,158.00,40.00,14.00,4.00,31.25,5.21,7.81,1979489.00,408.00,FMCG,,
uper for men,Fashion,158.00,77.00,10.00,4.00,33.66,8.42,8.42,11060.00,320.00,Fashion,,
bracelet for men,Watches Sunglasses Jewellery,158.00,83.00,26.00,7.00,12.51,1.79,1.79,191838.00,1200.00,Fashion,,
water bottles,Sports & Outdoors,158.00,72.00,17.00,6.00,27.51,3.93,4.58,524721.00,437.00,GM,,
skateboard,Sports & Outdoors,158.00,72.00,13.00,4.00,30.86,7.71,7.71,76207.00,2013.00,GM,,
mobile holder stand,Cameras,158.00,55.00,25.00,9.00,21.66,2.41,2.41,616400.00,627.00,EL,,
hard disk,Computers & Laptops,158.00,57.00,14.00,3.00,55.32,18.44,18.44,31655.00,179.00,EL,,
sleeping eye mask,Bags and Travel,158.00,81.00,43.00,24.00,34.97,1.40,1.46,759551.00,754.00,Fashion,,
casual coat for men,Fashion,159.00,57.00,1.00,0.00,0.00,0.00,0.00,33651.00,488.00,Fashion,,
bag packs for girls,Bags and Travel,159.00,48.00,7.00,0.00,0.00,0.00,0.00,16193.00,489.00,Fashion,,
pc computer,Computers & Laptops,159.00,59.00,6.00,1.00,31.50,31.50,31.50,2736335.00,218.00,EL,,
wach for girls,Watches Sunglasses Jewellery,159.00,69.00,17.00,7.00,20.38,2.55,2.91,2362223.00,511.00,Fashion,,
swing chair,Mother & Baby,159.00,79.00,8.00,1.00,47.83,47.83,47.83,4944.00,538.00,FMCG,,
audionic headphones,"TV, Audio / Video, Gaming & Wearables",158.00,56.00,13.00,1.00,13.63,13.63,13.63,3373.00,277.00,EL,,
bean bag sofa,Furniture & Decor,158.00,76.00,16.00,5.00,105.29,21.06,21.06,6723.00,888.00,GM,,
hard drive,Computers & Laptops,158.00,59.00,22.00,7.00,73.59,10.51,10.51,40186.00,216.00,EL,,
heater fan,Home Appliances,158.00,71.00,12.00,3.00,32.36,10.79,10.79,9058.00,552.00,EL,,
heels,Fashion,158.00,81.00,12.00,2.00,49.94,16.65,24.97,65259.00,658.00,Fashion,,
hemani,Health & Beauty,158.00,74.00,19.00,5.00,58.93,4.21,11.79,3960.00,1000.00,FMCG,,
machine cover,Home Appliances,158.00,80.00,34.00,16.00,95.80,5.64,5.99,369298.00,388.00,EL,,
keyboard and mouse,Computers & Laptops,158.00,85.00,12.00,2.00,11.73,5.86,5.86,115385.00,298.00,EL,,
realme gt master edition,Mobiles & Tablets,158.00,103.00,22.00,1.00,3.43,3.43,3.43,661.00,340.00,EL,,
oppo a54,Mobiles & Tablets,157.00,73.00,28.00,6.00,518.64,86.44,86.44,3757.00,759.00,EL,,
lifebuoy,Health & Beauty,157.00,76.00,43.00,13.00,217.75,6.05,16.75,3786.00,138.00,FMCG,,
dispenser water,Home Appliances,157.00,76.00,12.00,4.00,479.51,119.88,119.88,213423.00,720.00,EL,,
finger wax,Health & Beauty,157.00,95.00,44.00,17.00,45.52,2.68,2.68,33022.00,370.00,FMCG,,
gift for girls birthday,Watches Sunglasses Jewellery,157.00,37.00,6.00,1.00,2.72,2.72,2.72,101131.00,532.00,Fashion,,
bts mask for girls,Fashion,157.00,97.00,45.00,21.00,49.35,1.90,2.35,82.00,82.00,Fashion,,
bike 125 honda,Motors,157.00,48.00,13.00,0.00,0.00,0.00,0.00,9942.00,471.00,GM,,
cape shawl for women,Fashion,157.00,96.00,15.00,2.00,18.56,9.28,9.28,954.00,668.00,Fashion,,
jeans for boys,Fashion,156.00,63.00,8.00,6.00,32.64,4.08,5.44,37887.00,358.00,Fashion,,
frames,Furniture & Decor,156.00,75.00,16.00,6.00,26.49,4.42,4.42,5137488.00,748.00,GM,,
pents for men,Fashion,157.00,47.00,6.00,1.00,4.07,4.07,4.07,55716.00,398.00,Fashion,,
3 piece suit for men,Fashion,157.00,16.00,0.00,0.00,0.00,0.00,0.00,2984.00,238.00,Fashion,,
bedsheets,Bedding & Bath,157.00,80.00,23.00,8.00,71.60,5.51,8.95,21467.00,855.00,GM,,
photo frame,Furniture & Decor,157.00,77.00,13.00,1.00,0.80,0.80,0.80,105658.00,478.00,GM,,
viagra tablets,Health & Beauty,157.00,35.00,3.00,0.00,0.00,0.00,0.00,6539.00,460.00,FMCG,,
video games,TV Audio Video Gaming & Wearables,157.00,32.00,0.00,0.00,0.00,0.00,0.00,142695.00,188.00,EL,,
vivo y33s back cover,Mobiles & Tablets,157.00,102.00,36.00,13.00,46.31,3.56,3.56,8556.00,1023.00,EL,,
durex condom,Health & Beauty,157.00,74.00,36.00,20.00,133.80,5.15,6.69,180.00,180.00,FMCG,,
sunnystore,Bags and Travel,157.00,136.00,135.00,119.00,224.19,1.87,1.88,766.00,50.00,Fashion,,
sex timing tablets,Health & Beauty,157.00,29.00,0.00,0.00,0.00,0.00,0.00,5394.00,320.00,FMCG,,
sexy,Fashion,157.00,43.00,2.00,0.00,0.00,0.00,0.00,44807.00,408.00,Fashion,,
shaving machine,Health & Beauty,157.00,85.00,39.00,16.00,107.95,6.75,6.75,25538.00,1020.00,FMCG,,
naviforce watches,Watches Sunglasses Jewellery,156.00,99.00,23.00,5.00,96.65,19.33,19.33,7282.00,688.00,Fashion,,
nintendo switch,TV Audio Video Gaming & Wearables,156.00,72.00,12.00,1.00,221.14,221.14,221.14,23459.00,288.00,EL,,
nail cutter,Health & Beauty,156.00,79.00,28.00,7.00,12.76,1.82,1.82,31963.00,1010.00,FMCG,,
largo cream,Health & Beauty,156.00,4.00,0.00,0.00,0.00,0.00,0.00,333668.00,1020.00,FMCG,,
infinix hot 10 back cover,Mobiles & Tablets,156.00,80.00,21.00,6.00,24.29,3.47,4.05,23204.00,598.00,EL,,
chains for girls,Watches Sunglasses Jewellery,156.00,82.00,23.00,5.00,9.60,1.60,1.92,81490.00,798.00,Fashion,,
bicycle for boys,Sports & Outdoors,156.00,60.00,5.00,1.00,100.60,100.60,100.60,14097.00,299.00,GM,,
xxxxxx video,Health & Beauty,156.00,19.00,2.00,0.00,0.00,0.00,0.00,1422.00,110.00,FMCG,,
one rupee games play,Toys & Games,155.00,83.00,76.00,71.00,0.81,0.01,0.01,612554.00,294.00,GM,,
tooth brush,Health & Beauty,156.00,61.00,34.00,15.00,22.85,1.34,1.52,57725.00,348.00,FMCG,,
ps 4,TV Audio Video Gaming & Wearables,156.00,48.00,3.00,0.00,0.00,0.00,0.00,75276.00,458.00,EL,,
wape shisha smoking,Motors,156.00,20.00,2.00,0.00,0.00,0.00,0.00,45951.00,240.00,GM,,
whitening cream,Health & Beauty,156.00,68.00,21.00,11.00,59.81,3.52,5.44,12671.00,668.00,FMCG,,
usb 256 gb,Computers & Laptops,156.00,56.00,9.00,2.00,25.15,12.58,12.58,1393.00,328.00,EL,,
t shirt,Fashion,156.00,60.00,14.00,5.00,15.58,3.12,3.12,431586.00,968.00,Fashion,,
alarm clock,Furniture & Décor,155.00,82.00,24.00,7.00,45.58,6.51,6.51,208835.00,652.00,GM,,
baby boy winter dress,Mother & Baby,155.00,66.00,12.00,2.00,20.21,6.74,10.11,11205.00,760.00,FMCG,,
125 bike,Motors,155.00,68.00,15.00,4.00,5154.82,736.40,1288.71,8956.00,368.00,GM,,
coat for men stylish,Fashion,155.00,54.00,6.00,2.00,17.98,8.99,8.99,33651.00,1023.00,Fashion,,
slime kit for girls,Toys & Games,155.00,67.00,9.00,1.00,4.00,4.00,4.00,2647.00,470.00,GM,,
oppo enco w 11,Mobiles & Tablets,155.00,44.00,7.00,2.00,60.79,30.40,30.40,5421.00,368.00,EL,,
fridge dawlance,Home Appliances,155.00,80.00,9.00,1.00,399.53,399.53,399.53,421.00,258.00,EL,,
oppo a15 back cover,Mobiles & Tablets,155.00,59.00,19.00,7.00,29.35,4.19,4.19,10858.00,608.00,EL,,
miniso,Mobiles & Tablets,155.00,30.00,1.00,0.00,0.00,0.00,0.00,351.00,349.00,EL,,
jewelry for girls,Watches Sunglasses Jewellery,155.00,78.00,17.00,5.00,11.51,1.92,2.30,536549.00,1018.00,Fashion,,
lactogene 1,Mother & Baby,155.00,58.00,16.00,3.00,68.27,13.65,22.76,94.00,90.00,FMCG,,
kichen items,Kitchen & Dining,155.00,60.00,16.00,7.00,14.70,1.63,2.10,307734.00,643.00,GM,,
hair color,Health & Beauty,155.00,62.00,19.00,4.00,23.56,5.89,5.89,279705.00,369.00,FMCG,,
free shipping offers,TV Audio Video Gaming & Wearables,155.00,63.00,19.00,0.00,0.00,0.00,0.00,3287851.00,909.00,EL,,
dining table,Furniture & Decor,155.00,78.00,8.00,0.00,0.00,0.00,0.00,216604.00,730.00,GM,,
bra for girls sexy 32,Fashion,155.00,36.00,5.00,1.00,2.91,2.91,2.91,5934.00,677.00,Fashion,,
condoms for female,Health & Beauty,155.00,60.00,1.00,0.00,0.00,0.00,0.00,23.00,23.00,FMCG,,
tecno spark 6,Mobiles & Tablets,155.00,52.00,11.00,4.00,495.11,99.02,123.78,3529.00,188.00,EL,,
towel,Bedding & Bath,155.00,88.00,26.00,8.00,31.52,3.94,3.94,172505.00,1713.00,GM,,
skmei watches for men,Watches Sunglasses Jewellery,155.00,85.00,16.00,4.00,60.77,12.15,15.19,20220.00,878.00,Fashion,,
epilator for women,Health & Beauty,155.00,55.00,18.00,5.00,30.16,6.03,6.03,30781.00,837.00,FMCG,,
concealer and contour stick,Health & Beauty,154.00,84.00,32.00,10.00,22.53,2.05,2.25,6586.00,330.00,FMCG,,
y20 vivo,Mobiles & Tablets,154.00,59.00,21.00,5.00,1161.37,145.17,232.27,30542.00,190.00,EL,,
molty foam,Furniture & Decor,154.00,95.00,25.00,13.00,1813.74,90.69,139.52,98.00,96.00,GM,,
spiderman,Toys & Games,154.00,42.00,12.00,3.00,8.51,2.84,2.84,5739.00,598.00,GM,,
shalwar kameez for men,Fashion,155.00,53.00,10.00,3.00,66.59,9.51,22.20,11978.00,1623.00,Fashion,,
men watch,Watches Sunglasses Jewellery,154.00,78.00,21.00,7.00,28.92,4.13,4.13,811714.00,1135.00,Fashion,,
football kit,Sports & Outdoors,154.00,45.00,9.00,3.00,19.72,6.57,6.57,2860.00,245.00,GM,,
bonanza sweaters for men,Fashion,154.00,14.00,0.00,0.00,0.00,0.00,0.00,3518.00,365.00,Fashion,,
realme buds q,TV Audio Video Gaming & Wearables,154.00,108.00,69.00,39.00,1050.63,21.44,26.94,638.00,100.00,EL,,
psp,TV Audio Video Gaming & Wearables,154.00,96.00,12.00,3.00,580.75,82.96,193.58,8678.00,258.00,EL,,
blocks for kids,Toys & Games,154.00,85.00,24.00,10.00,24.65,2.24,2.46,213130.00,388.00,GM,,
toy car,Toys & Games,154.00,67.00,13.00,1.00,2.76,2.76,2.76,392062.00,1620.00,GM,,
sufi,Groceries,154.00,68.00,43.00,18.00,888.36,30.63,49.35,650.00,471.00,FMCG,,
couple ring,Watches Sunglasses Jewellery,153.00,95.00,27.00,8.00,20.52,2.28,2.57,32810.00,558.00,Fashion,,
woman brazer sexy,Fashion,153.00,27.00,1.00,0.00,0.00,0.00,0.00,81073.00,386.00,Fashion,,
infinix smart 5 back cover,Mobiles & Tablets,153.00,101.00,42.00,14.00,49.09,2.73,3.51,5959.00,490.00,EL,,
sathi condoms,Health & Beauty,153.00,52.00,21.00,9.00,30.48,2.54,3.39,31.00,44.00,FMCG,,
basketball,Sports & Outdoors,153.00,76.00,23.00,8.00,54.78,3.65,6.85,150333.00,370.00,GM,,
oppo a95 mobile,Mobiles & Tablets,153.00,61.00,10.00,2.00,241.02,120.51,120.51,597.00,106.00,EL,,
yoga mat,Sports & Outdoors,153.00,86.00,45.00,20.00,151.04,7.55,7.55,21515.00,1018.00,GM,,
nido 1 plus,Mother & Baby,153.00,67.00,35.00,4.00,56.93,11.39,14.23,114.00,112.00,FMCG,,
kids watch for boys,Watches Sunglasses Jewellery,153.00,79.00,33.00,13.00,41.39,2.96,3.18,114448.00,580.00,Fashion,,
gree inverter ac,Home Appliances,153.00,79.00,11.00,2.00,1158.74,579.37,579.37,399.00,194.00,EL,,
hair accessories for men,Health & Beauty,153.00,38.00,11.00,1.00,0.82,0.82,0.82,20014.00,560.00,FMCG,,
vivo y20 mobile,Mobiles & Tablets,153.00,63.00,15.00,0.00,0.00,0.00,0.00,14637.00,332.00,EL,,
ugreen,Mobiles & Tablets,153.00,44.00,6.00,4.00,25.87,6.47,6.47,897.00,588.00,EL,,
police light for car,Motors,153.00,98.00,25.00,9.00,58.37,5.31,6.49,3681.00,619.00,GM,,
pillows for sex,Fashion,153.00,38.00,1.00,0.00,0.00,0.00,0.00,10.00,12.00,Fashion,,
korean earrings,Watches Sunglasses Jewellery,152.00,85.00,19.00,2.00,6.36,3.18,3.18,29839.00,572.00,Fashion,,
instant geyser gas,Home Appliances,152.00,91.00,30.00,8.00,575.52,71.94,71.94,569.00,558.00,EL,,
wax strips,Health & Beauty,152.00,73.00,34.00,15.00,36.25,2.27,2.42,4627.00,200.00,FMCG,,
mi 10t,Mobiles & Tablets,151.00,44.00,8.00,4.00,24.62,2.46,6.16,13591.00,1020.00,EL,,
infinix note 10 pro back cover,Mobiles & Tablets,152.00,102.00,42.00,15.00,38.01,2.24,2.53,14683.00,589.00,EL,,
makeup fixer spray,Health & Beauty,152.00,105.00,60.00,25.00,52.86,1.76,2.11,28133.00,310.00,FMCG,,
honda 125,Motors,152.00,60.00,21.00,2.00,864.74,288.25,432.37,7892.00,720.00,GM,,
ladies sweater for winter,Fashion,152.00,72.00,9.00,2.00,17.23,5.74,8.61,62679.00,1018.00,Fashion,,
fan heater,Home Appliances,152.00,97.00,31.00,12.00,209.44,14.96,17.45,56839.00,1083.00,EL,,
food processor,Home Appliances,152.00,80.00,23.00,11.00,630.09,52.51,57.28,47882.00,492.00,EL,,
camon 17,Mobiles & Tablets,152.00,90.00,40.00,3.00,556.76,185.59,185.59,1889.00,208.00,EL,,
bracelets,Watches Sunglasses Jewellery,152.00,43.00,15.00,6.00,17.83,1.98,2.97,593810.00,598.00,Fashion,,
pop its,Toys & Games,152.00,89.00,24.00,9.00,47.17,3.93,5.24,67461.00,538.00,GM,,
wall clock digital,Furniture & Décor,152.00,57.00,18.00,6.00,21.82,3.12,3.64,8181.00,321.00,GM,,
timing spray,Health & Beauty,152.00,49.00,6.00,3.00,11.09,3.70,3.70,6692.00,290.00,FMCG,,
unicorn,Toys & Games,152.00,36.00,3.00,3.00,28.76,9.59,9.59,39336.00,379.00,GM,,
rings for girls stylish,Watches Sunglasses Jewellery,152.00,64.00,23.00,4.00,9.21,1.84,2.30,59712.00,590.00,Fashion,,
scrunchies,Fashion,152.00,104.00,39.00,14.00,25.08,1.57,1.79,7860.00,544.00,Fashion,,
molfix size 6,Mother & Baby,151.00,83.00,55.00,31.00,969.76,23.09,31.28,702.00,258.00,FMCG,,
makeup organizer box,Health & Beauty,151.00,77.00,20.00,5.00,80.46,13.41,16.09,116022.00,570.00,FMCG,,
hdmi cable,TV Audio Video Gaming & Wearables,151.00,82.00,37.00,17.00,57.85,3.21,3.40,45726.00,164.00,EL,,
huda beauty eyeshadow palette,Health & Beauty,151.00,90.00,33.00,14.00,62.90,3.93,4.49,11821.00,698.00,FMCG,,
grocery,Groceries,151.00,27.00,4.00,0.00,0.00,0.00,0.00,939507.00,338.00,FMCG,,
dog,Pet Supplies,151.00,34.00,1.00,0.00,0.00,0.00,0.00,201988.00,256.00,FMCG,,
dress design for girls wedding,Fashion,151.00,69.00,4.00,1.00,7.14,7.14,7.14,65765.00,716.00,Fashion,,
oxford sweaters for men,Fashion,151.00,70.00,16.00,2.00,59.51,29.76,29.76,195.00,195.00,Fashion,,
pen camera,Cameras,151.00,46.00,4.00,0.00,0.00,0.00,0.00,4258.00,320.00,EL,,
bra for girls sexy front open net,Fashion,151.00,40.00,7.00,2.00,7.80,3.90,3.90,4245.00,368.00,Fashion,,
bed set furniture,Furniture & Decor,151.00,71.00,9.00,0.00,0.00,0.00,0.00,354206.00,789.00,GM,,
phones,Mobiles & Tablets,151.00,65.00,7.00,3.00,267.04,89.01,89.01,6231371.00,338.00,EL,,
razor for women,Health & Beauty,151.00,74.00,37.00,22.00,38.90,1.69,1.77,25626.00,402.00,FMCG,,
dust stopper,Tools DIY & Outdoor,151.00,87.00,62.00,33.00,89.43,2.42,2.71,6917.00,1435.00,GM,,
watch for girls stylish,Watches Sunglasses Jewellery,151.00,58.00,14.00,4.00,15.38,3.85,3.85,555300.00,1020.00,Fashion,,
iphone 11 pro max cover,Mobiles & Tablets,150.00,56.00,17.00,5.00,13.15,2.63,2.63,79633.00,758.00,EL,,
ipad pro,Mobiles & Tablets,150.00,56.00,14.00,2.00,1052.44,263.11,526.22,27086.00,198.00,EL,,
sd card,Cameras,151.00,89.00,37.00,8.00,51.29,5.70,6.41,38836.00,358.00,EL,,
sex doll pussy,Health & Beauty,151.00,17.00,0.00,0.00,0.00,0.00,0.00,7264.00,300.00,FMCG,,
